year,month,day,Date,low_tide_time_local_time,low_tide_height_m,transect_id,distance_along_transect_m,seaweed_id,phylum,percent_cover
2021,12,4,2021-12-04,0:08,0.2,4,45,BAW,brown,1
2021,12,4,2021-12-04,0:08,0.2,4,45,ulva_sp,green,1
2021,12,4,2021-12-04,0:08,0.2,4,45,mastocarpus.upright_sp,red,1
2021,12,4,2021-12-04,0:08,0.2,4,45,polyneura_latissima,red,1
2021,12,4,2021-12-04,0:08,0.2,4,45,RAI,red,1
2021,12,4,2021-12-04,0:08,0.2,4,45,sarcodiotheca_gaudichaudii,red,1
2022,1,15,2022-01-15,23:34,0.8,2,0,BAR,brown,20
2022,1,15,2022-01-15,23:34,0.8,2,0,mastocarpus.upright_sp,red,10
2022,1,15,2022-01-15,23:34,0.8,2,10,BAR,brown,1
2022,1,15,2022-01-15,23:34,0.8,2,20,BAR,brown,3
2022,1,15,2022-01-15,23:34,0.8,2,25,BAR,brown,1
2022,1,15,2022-01-15,23:34,0.8,2,25,ulva_sp,green,1
2022,1,15,2022-01-15,23:34,0.8,2,25,mastocarpus.upright_sp,red,10
2022,1,15,2022-01-15,23:34,0.8,2,30,BAR,brown,1
2022,1,15,2022-01-15,23:34,0.8,2,35,BAR,brown,3
2022,1,15,2022-01-15,23:34,0.8,2,35,ulva_sp,green,1
2022,1,15,2022-01-15,23:34,0.8,2,35,mastocarpus.upright_sp,red,5
2022,1,15,2022-01-15,23:34,0.8,2,35,RAI,red,1
2022,1,15,2022-01-15,23:34,0.8,3,0,BAR,brown,25
2022,1,15,2022-01-15,23:34,0.8,3,0,mastocarpus.upright_sp,red,10
2022,1,15,2022-01-15,23:34,0.8,3,5,ulva_sp,green,1
2022,1,15,2022-01-15,23:34,0.8,3,10,BAR,brown,1
2022,1,15,2022-01-15,23:34,0.8,4,0,BAR,brown,40
2022,1,15,2022-01-15,23:34,0.8,4,0,mastocarpus.upright_sp,red,5
2022,1,15,2022-01-15,23:34,0.8,4,5,mastocarpus.upright_sp,red,1
2022,1,15,2022-01-15,23:34,0.8,4,10,mastocarpus.upright_sp,red,1
2022,1,15,2022-01-15,23:34,0.8,4,15,mastocarpus.upright_sp,red,1
2022,1,15,2022-01-15,23:34,0.8,4,20,ulva_sp,green,1
2022,1,15,2022-01-15,23:34,0.8,4,20,mastocarpus.upright_sp,red,1
2022,1,15,2022-01-15,23:34,0.8,4,25,mastocarpus.upright_sp,red,1
2022,1,15,2022-01-15,23:34,0.8,4,30,ulva_sp,green,1
2022,1,15,2022-01-15,23:34,0.8,4,35,ulva_sp,green,1
2022,1,15,2022-01-15,23:34,0.8,4,35,mastocarpus.upright_sp,red,1
2022,1,15,2022-01-15,23:34,0.8,4,45,ulva_sp,green,1
2022,4,20,2022-04-20,15:26,0.4,2,0,BAR,brown,20
2022,4,20,2022-04-20,15:26,0.4,2,0,melanosiphon_intestinalis,brown,1
2022,4,20,2022-04-20,15:26,0.4,2,0,petalonia_fascia,brown,3
2022,4,20,2022-04-20,15:26,0.4,2,0,rhizoclonium_tortuosum,green,1
2022,4,20,2022-04-20,15:26,0.4,2,0,mastocarpus.upright_sp,red,10
2022,4,20,2022-04-20,15:26,0.4,2,0,pyropia_sp,red,3
2022,4,20,2022-04-20,15:26,0.4,2,5,ulva_sp,green,10
2022,4,20,2022-04-20,15:26,0.4,2,5,cladophora_stimpsonii,green,1
2022,4,20,2022-04-20,15:26,0.4,2,5,mastocarpus.upright_sp,red,1
2022,4,20,2022-04-20,15:26,0.4,2,5,pyropia_sp,red,5
2022,4,20,2022-04-20,15:26,0.4,2,10,BAR,brown,5
2022,4,20,2022-04-20,15:26,0.4,2,10,ulva_sp,green,5
2022,4,20,2022-04-20,15:26,0.4,2,10,ulva_sp,green,3
2022,4,20,2022-04-20,15:26,0.4,2,10,cladophora_stimpsonii,green,1
2022,4,20,2022-04-20,15:26,0.4,2,10,mastocarpus.upright_sp,red,5
2022,4,20,2022-04-20,15:26,0.4,2,10,pyropia_sp,red,10
2022,4,20,2022-04-20,15:26,0.4,2,15,ulva_sp,green,1
2022,4,20,2022-04-20,15:26,0.4,2,15,ulva_sp,green,5
2022,4,20,2022-04-20,15:26,0.4,2,15,pyropia_sp,red,1
2022,4,20,2022-04-20,15:26,0.4,2,20,scytosiphon_sp,brown,1
2022,4,20,2022-04-20,15:26,0.4,2,20,ulva_sp,green,3
2022,4,20,2022-04-20,15:26,0.4,2,20,cladophora_stimpsonii,green,1
2022,4,20,2022-04-20,15:26,0.4,2,20,pyropia_sp,red,1
2022,4,20,2022-04-20,15:26,0.4,2,25,BAR,brown,3
2022,4,20,2022-04-20,15:26,0.4,2,25,ulva_sp,green,1
2022,4,20,2022-04-20,15:26,0.4,2,25,ulva_sp,green,30
2022,4,20,2022-04-20,15:26,0.4,2,25,mastocarpus.upright_sp,red,1
2022,4,20,2022-04-20,15:26,0.4,2,25,pyropia_sp,red,40
2022,4,20,2022-04-20,15:26,0.4,2,25,polysiphonia_sp,red,1
2022,4,20,2022-04-20,15:26,0.4,2,30,BAS,brown,15
2022,4,20,2022-04-20,15:26,0.4,2,30,ulva_sp,green,10
2022,4,20,2022-04-20,15:26,0.4,2,30,ulva_sp,green,1
2022,4,20,2022-04-20,15:26,0.4,2,30,cladophora_stimpsonii,green,2
2022,4,20,2022-04-20,15:26,0.4,2,30,mastocarpus.upright_sp,red,2
2022,4,20,2022-04-20,15:26,0.4,2,30,RAI,red,1
2022,4,20,2022-04-20,15:26,0.4,2,35,BAS,brown,20
2022,4,20,2022-04-20,15:26,0.4,2,35,BABK,brown,5
2022,4,20,2022-04-20,15:26,0.4,2,35,ulva_sp,green,10
2022,4,20,2022-04-20,15:26,0.4,2,35,cladophora_stimpsonii,green,20
2022,4,20,2022-04-20,15:26,0.4,2,35,mastocarpus.upright_sp,red,10
2022,4,20,2022-04-20,15:26,0.4,2,35,polyneura_latissima,red,2
2022,4,20,2022-04-20,15:26,0.4,2,35,hollenbergia_subulata,red,1
2022,4,20,2022-04-20,15:26,0.4,2,40,BAS,brown,90
2022,4,20,2022-04-20,15:26,0.4,2,40,BABK,brown,60
2022,4,20,2022-04-20,15:26,0.4,2,40,alaria_marginata,brown,40
2022,4,20,2022-04-20,15:26,0.4,2,40,desmarestia_viridis,brown,2
2022,4,20,2022-04-20,15:26,0.4,2,40,ulva_sp,green,10
2022,4,20,2022-04-20,15:26,0.4,2,40,mastocarpus.upright_sp,red,5
2022,4,20,2022-04-20,15:26,0.4,2,40,RATT,red,10
2022,4,20,2022-04-20,15:26,0.4,3,0,BAR,brown,25
2022,4,20,2022-04-20,15:26,0.4,3,0,melanosiphon_intestinalis,brown,2
2022,4,20,2022-04-20,15:26,0.4,3,0,ulva_sp,green,5
2022,4,20,2022-04-20,15:26,0.4,3,0,rhizoclonium_tortuosum,green,1
2022,4,20,2022-04-20,15:26,0.4,3,0,mastocarpus.upright_sp,red,5
2022,4,20,2022-04-20,15:26,0.4,3,0,petrocelis_crust_sp,red,3
2022,4,20,2022-04-20,15:26,0.4,3,0,pyropia_sp,red,5
2022,4,20,2022-04-20,15:26,0.4,3,0,polysiphonia_sp,red,1
2022,4,20,2022-04-20,15:26,0.4,3,5,ulva_sp,green,5
2022,4,20,2022-04-20,15:26,0.4,3,5,ulva_sp,green,70
2022,4,20,2022-04-20,15:26,0.4,3,5,pyropia_sp,red,15
2022,4,20,2022-04-20,15:26,0.4,3,10,ulva_sp,green,2
2022,4,20,2022-04-20,15:26,0.4,3,10,ulva_sp,green,5
2022,4,20,2022-04-20,15:26,0.4,3,10,pyropia_sp,red,2
2022,4,20,2022-04-20,15:26,0.4,3,15,ulva_sp,green,40
2022,4,20,2022-04-20,15:26,0.4,3,15,mastocarpus.upright_sp,red,1
2022,4,20,2022-04-20,15:26,0.4,3,15,pyropia_sp,red,1
2022,4,20,2022-04-20,15:26,0.4,3,20,BAS,brown,2
2022,4,20,2022-04-20,15:26,0.4,3,20,ulva_sp,green,40
2022,4,20,2022-04-20,15:26,0.4,3,20,pyropia_sp,red,1
2022,4,20,2022-04-20,15:26,0.4,3,25,BAR,brown,2
2022,4,20,2022-04-20,15:26,0.4,3,25,BAS,brown,5
2022,4,20,2022-04-20,15:26,0.4,3,25,ulva_sp,green,5
2022,4,20,2022-04-20,15:26,0.4,3,25,pyropia_sp,red,1
2022,4,20,2022-04-20,15:26,0.4,3,30,ulva_sp,green,1
2022,4,20,2022-04-20,15:26,0.4,3,30,ulva_sp,green,1
2022,4,20,2022-04-20,15:26,0.4,3,30,cladophora_stimpsonii,green,3
2022,4,20,2022-04-20,15:26,0.4,3,35,BAS,brown,70
2022,4,20,2022-04-20,15:26,0.4,3,35,alaria_marginata,brown,1
2022,4,20,2022-04-20,15:26,0.4,3,35,ulva_sp,green,10
2022,4,20,2022-04-20,15:26,0.4,3,35,ulva_sp,green,5
2022,4,20,2022-04-20,15:26,0.4,3,35,cladophora_stimpsonii,green,5
2022,4,20,2022-04-20,15:26,0.4,3,35,pyropia_sp,red,5
2022,4,20,2022-04-20,15:26,0.4,3,40,BAS,brown,20
2022,4,20,2022-04-20,15:26,0.4,3,40,BABK,brown,5
2022,4,20,2022-04-20,15:26,0.4,3,40,desmarestia_viridis,brown,5
2022,4,20,2022-04-20,15:26,0.4,3,40,ulva_sp,green,3
2022,4,20,2022-04-20,15:26,0.4,3,40,ulva_sp,green,5
2022,4,20,2022-04-20,15:26,0.4,3,40,cladophora_stimpsonii,green,1
2022,4,20,2022-04-20,15:26,0.4,3,40,pyropia_sp,red,4
2022,4,20,2022-04-20,15:26,0.4,3,45,BAS,brown,40
2022,4,20,2022-04-20,15:26,0.4,3,45,BABK,brown,10
2022,4,20,2022-04-20,15:26,0.4,3,45,ulva_sp,green,20
2022,4,20,2022-04-20,15:26,0.4,3,45,ulva_sp,green,3
2022,4,20,2022-04-20,15:26,0.4,3,45,cladophora_stimpsonii,green,5
2022,4,20,2022-04-20,15:26,0.4,3,45,pyropia_sp,red,5
2022,4,20,2022-04-20,15:26,0.4,3,50,BAS,brown,100
2022,4,20,2022-04-20,15:26,0.4,3,50,BABK,brown,30
2022,4,20,2022-04-20,15:26,0.4,3,50,alaria_marginata,brown,30
2022,4,20,2022-04-20,15:26,0.4,3,50,desmarestia_viridis,brown,20
2022,4,20,2022-04-20,15:26,0.4,3,50,ulva_sp,green,10
2022,4,20,2022-04-20,15:26,0.4,3,50,cladophora_stimpsonii,green,15
2022,4,20,2022-04-20,15:26,0.4,3,50,pyropia_sp,red,10
2022,4,20,2022-04-20,15:26,0.4,3,50,hollenbergia_subulata,red,15
2022,4,20,2022-04-20,15:26,0.4,3,55,BAS,brown,90
2022,4,20,2022-04-20,15:26,0.4,3,55,desmarestia_viridis,brown,10
2022,4,20,2022-04-20,15:26,0.4,3,55,ulva_sp,green,5
2022,4,20,2022-04-20,15:26,0.4,3,55,cladophora_stimpsonii,green,30
2022,4,20,2022-04-20,15:26,0.4,3,55,mastocarpus.upright_sp,red,3
2022,4,20,2022-04-20,15:26,0.4,3,55,pyropia_sp,red,10
2022,4,20,2022-04-20,15:26,0.4,3,60,BAS,brown,40
2022,4,20,2022-04-20,15:26,0.4,3,60,BABK,brown,10
2022,4,20,2022-04-20,15:26,0.4,3,60,alaria_marginata,brown,20
2022,4,20,2022-04-20,15:26,0.4,3,60,desmarestia_viridis,brown,5
2022,4,20,2022-04-20,15:26,0.4,3,60,ulva_sp,green,5
2022,4,20,2022-04-20,15:26,0.4,3,60,ulva_sp,green,5
2022,4,20,2022-04-20,15:26,0.4,3,60,cladophora_stimpsonii,green,10
2022,4,20,2022-04-20,15:26,0.4,3,60,mastocarpus.upright_sp,red,3
2022,4,20,2022-04-20,15:26,0.4,3,60,pyropia_sp,red,20
2022,4,20,2022-04-20,15:26,0.4,3,65,BAS,brown,50
2022,4,20,2022-04-20,15:26,0.4,3,65,desmarestia_viridis,brown,10
2022,4,20,2022-04-20,15:26,0.4,3,65,ulva_sp,green,10
2022,4,20,2022-04-20,15:26,0.4,3,65,ulva_sp,green,10
2022,4,20,2022-04-20,15:26,0.4,3,65,cladophora_stimpsonii,green,30
2022,4,20,2022-04-20,15:26,0.4,3,65,mastocarpus.upright_sp,red,10
2022,4,20,2022-04-20,15:26,0.4,3,65,pyropia_sp,red,3
2022,4,20,2022-04-20,15:26,0.4,3,70,BAS,brown,95
2022,4,20,2022-04-20,15:26,0.4,3,70,BABK,brown,60
2022,4,20,2022-04-20,15:26,0.4,3,70,alaria_marginata,brown,30
2022,4,20,2022-04-20,15:26,0.4,3,70,desmarestia_viridis,brown,20
2022,4,20,2022-04-20,15:26,0.4,3,70,ulva_sp,green,3
2022,4,20,2022-04-20,15:26,0.4,3,70,hollenbergia_subulata,red,10
2022,5,19,2022-05-19,15:06,0.2,2,0,BAR,brown,30
2022,5,19,2022-05-19,15:06,0.2,2,0,melanosiphon_intestinalis,brown,2
2022,5,19,2022-05-19,15:06,0.2,2,0,ulva_sp,green,5
2022,5,19,2022-05-19,15:06,0.2,2,0,ulva_sp,green,3
2022,5,19,2022-05-19,15:06,0.2,2,0,rhizoclonium_tortuosum,green,2
2022,5,19,2022-05-19,15:06,0.2,2,0,mastocarpus.upright_sp,red,10
2022,5,19,2022-05-19,15:06,0.2,2,0,petrocelis_crust_sp,red,5
2022,5,19,2022-05-19,15:06,0.2,2,0,pyropia_sp,red,5
2022,5,19,2022-05-19,15:06,0.2,2,5,BAR,brown,2
2022,5,19,2022-05-19,15:06,0.2,2,5,ulva_sp,green,10
2022,5,19,2022-05-19,15:06,0.2,2,5,ulva_sp,green,1
2022,5,19,2022-05-19,15:06,0.2,2,5,cladophora_stimpsonii,green,1
2022,5,19,2022-05-19,15:06,0.2,2,5,mastocarpus.upright_sp,red,2
2022,5,19,2022-05-19,15:06,0.2,2,10,BAR,brown,10
2022,5,19,2022-05-19,15:06,0.2,2,10,ulva_sp,green,10
2022,5,19,2022-05-19,15:06,0.2,2,10,ulva_sp,green,1
2022,5,19,2022-05-19,15:06,0.2,2,10,cladophora_stimpsonii,green,3
2022,5,19,2022-05-19,15:06,0.2,2,10,mastocarpus.upright_sp,red,3
2022,5,19,2022-05-19,15:06,0.2,2,10,pyropia_sp,red,15
2022,5,19,2022-05-19,15:06,0.2,2,15,ulva_sp,green,3
2022,5,19,2022-05-19,15:06,0.2,2,15,ulva_sp,green,3
2022,5,19,2022-05-19,15:06,0.2,2,20,ulva_sp,green,20
2022,5,19,2022-05-19,15:06,0.2,2,20,ulva_sp,green,5
2022,5,19,2022-05-19,15:06,0.2,2,20,pyropia_sp,red,1
2022,5,19,2022-05-19,15:06,0.2,2,25,BAR,brown,3
2022,5,19,2022-05-19,15:06,0.2,2,25,ulva_sp,green,10
2022,5,19,2022-05-19,15:06,0.2,2,25,ulva_sp,green,3
2022,5,19,2022-05-19,15:06,0.2,2,25,mastocarpus.upright_sp,red,5
2022,5,19,2022-05-19,15:06,0.2,2,25,petrocelis_crust_sp,red,2
2022,5,19,2022-05-19,15:06,0.2,2,25,pyropia_sp,red,2
2022,5,19,2022-05-19,15:06,0.2,2,30,BAS,brown,20
2022,5,19,2022-05-19,15:06,0.2,2,30,BABK,brown,1
2022,5,19,2022-05-19,15:06,0.2,2,30,ulva_sp,green,15
2022,5,19,2022-05-19,15:06,0.2,2,30,ulva_sp,green,2
2022,5,19,2022-05-19,15:06,0.2,2,30,mastocarpus.upright_sp,red,2
2022,5,19,2022-05-19,15:06,0.2,2,30,pyropia_sp,red,2
2022,5,19,2022-05-19,15:06,0.2,2,30,RATT,red,2
2022,5,19,2022-05-19,15:06,0.2,2,30,RAI,red,1
2022,5,19,2022-05-19,15:06,0.2,2,30,polysiphonia_sp,red,1
2022,5,19,2022-05-19,15:06,0.2,2,35,BAR,brown,5
2022,5,19,2022-05-19,15:06,0.2,2,35,BAS,brown,40
2022,5,19,2022-05-19,15:06,0.2,2,35,BABK,brown,5
