Site_TA,Site_transect,Transect_Point_m,Date,Time,Littorine_snails,Nucella_snails,Limpets,Other,Comments,Species_1_(Count)_Species_2_(Count),SUM_Worm,SUM_Insects,SUM_Fly,SUM_Beetle,SUM_Crab,SUM_Shore_Crab,SUM_Hermit_Crab,SUM_Amphipod,SUM_Anemones,SUM_Isopod,SUM_Snail,SUM_Fish,SUM_Sea_Star,SUM_Shrimp,SUM_Bivalve,SUM_Oyster,Lined_chiton,Mussels,Barnacles,Rockweed,Sea_Lettuce,Pacific_Blue_Mussel,Bryozoan,Blackpine_seaweed,SUM_Arthropod
5,TA-5-2,1,2019-05-22,14:47:00,0,0,40,8,,"Scud 1 (2), Fly (4), Scud 2 (2)",0,4,4,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,TA-5-2,12,2019-05-22,15:10:00,0,5,50,9,,"Fly (2), Beetle (1), Shore Crab (3), Sowbug (1), Hermit Crab (1), Worm (1) ",1,4,2,1,4,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,TA-5-4,13,2019-05-22,13:30:00,8,0,260,13,,"Worm 1 (5), Worm 2 (4), Fly (2), Amphipod 1 (1), Amphipod 2 (1)",9,2,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,TA-5-4,26,2019-05-22,14:10:00,105,0,5,27,,"Beetle (1), Worm 1 (2), Worm 2 (3), Crab (3), Anthropod 1 (8), Anthropod 2 (10), Anemones",5,0,0,0,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18
5,TA-5-7,2,2019-05-22,14:45:00,30,0,240,26,,"Worm 1 (2), Worm 2 (1), Worm 3 (1), Isopod 1 (19), Isopod 2 (2), Isopod 3 (1)",4,0,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,TA-5-7,19,2019-05-22,15:20:00,10,0,200,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,TA-1-1,6,2019-05-30,09:52:00,38,0,68,6,,"Fly (5), Worm (Polychaete 1)",1,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,TA-1-1,20,2019-05-30,10:29:00,250,0,60,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,TA-1-2,13,2019-05-30,09:20:00,9,0,26,181,,"Midge Fly (180), Isopod (1)",0,180,180,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,TA-1-2,20,2019-05-30,09:48:00,98,0,9,41,,"Fly (40), White Crab (1)",40,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,TA-1-6,12,2019-05-30,11:12:00,280,0,80,4,,"Shore Crab (2), Hermit Crab (2)",0,0,0,0,4,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,TA-1-6,20,2019-05-30,11:46:00,520,0,40,2,,Shore Crab (2) ,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,TA-1-8,4,2019-05-30,10:36:00,500,0,60,4,,"Rove Bettle (2), Termite (1), Shore Crab (1)",0,3,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,TA-1-8,19,2019-05-30,N/A,480,0,10,7,,"Shore Crab (4), Anthropod (1), Anthropod 2 (1), Isopod (1)",0,0,0,0,4,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
2,TA-2-3,3,2019-05-31,10:46:00,0,0,220,5,,"Midge (3), Shore Crab (2) ",0,3,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,TA-2-3,22,2019-05-31,11:05:00,500,4,25,12,,"Shore Crab (9), Isopod (2), Hermit Crab (1)",0,0,0,0,10,9,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,TA-2-5,20,2019-05-31,10:50:00,40,0,0,10,,"Isopod (1), Rove Beetle (7), Striped Snail (1), Termite (1)",0,8,0,7,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,TA-2-5,23,2019-05-31,11:15:00,175,0,25,16,,"Striped Snail (1), Midge (10), Rove Beetle (2), Shore Crab (2), Isopod (1) ",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,TA-2-7,4,2019-05-31,09:30:00,0,0,30,503,,"Midge (500), Mosquito (1), Sand flea (2)",0,503,500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,TA-2-7,14,2019-05-31,09:47:00,0,0,56,2,,"Midge 1 (N/A), Midge 2 (N/A)",0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,TA-2-8,5,2019-05-31,09:40:00,0,0,21,47,,"Hermit Crab (1), Shore Crab (3), Midges (40), Rove Beetle (1), Fish (1), Swimming Worm (1)",1,41,40,1,4,3,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
2,TA-2-8,25,2019-05-31,10:06:00,180,0,40,38,,"Rove Beetle (2), Midge (25), Shore Crab (10), Hermit Crab (1) ",0,27,25,2,11,10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,TA-6-1,2,2019-03-06,11:28:00,0,0,0,1,,Polychaete (1),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,TA-6-1,20,2019-03-06,11:50:00,87,0,6,12,1 dead sea star ,Shore Crab (12),0,0,0,0,12,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,TA-6-2,14,2019-03-06,11:37:00,0,0,3,10,sea anemone ,Shore Crab (10),0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,TA-6-2,20,2019-03-06,11:45:00,6,0,1,9,,"Worm (1), Midge (3), Shore Crab (5)",1,3,3,0,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,TA-6-6,3,2019-03-06,12:26:00,0,0,1,11,,"Purple Sea Star (2), White Sea Star (1), Sea Anemone (1), Amphipod (6), Worm (1)",1,0,0,0,0,0,0,6,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
6,TA-6-6,25,2019-03-06,12:53:00,6,0,0,6,,Shore Crab (6),0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,TA-6-7,4,2019-03-06,12:20:00,2,0,10,5,,"Midge (3), Shore Crab (2) ",0,3,3,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,TA-6-7,14,2019-03-06,12:57:00,80,0,5,14,,"Crab (7), Amphipod (6), Isopod (1) ",0,0,0,0,7,0,0,6,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,TA-4-1,4,2019-04-06,12:20:00,0,0,0,12,Lots of algae; fungi-like pattern on algae; active mussels and barnacles present ,"Midge Flies (12), Sea Bugs (N/A)",0,13,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,TA-4-1,19,2019-04-06,12:40:00,0,0,0,0,Barren waste land ,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,TA-4-2,9,2019-04-06,12:30:00,0,0,0,5,,"Midge (4), Isopod (1)",0,4,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,TA-4-2,22,2019-04-06,12:47:00,0,0,199,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,TA-4-3,6,2019-04-06,13:00:00,0,0,17,5,,"Worm (1), Polychaete (2), Isopod (1), Yellow ""Shrimp"" (1)  ",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,TA-4-3,14,2019-04-06,13:25:00,6,0,3,1,,Shore Crab (1) ,0,0,0,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4,TA-4-8,10,2019-04-06,13:38:00,0,0,130,3,,"Green Worm (1), Isopod (1), Fly (1)",1,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,TA-4-8,17,2019-04-06,14:00:00,29,0,16,2,,"Fly (1), Black Insect (1) ",0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,TA-1-1,25,2020-05-26,13:26:00,2,0,4,5,,Clam (1) tiny flies (4),0,4,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1,TA-1-1,14,2020-05-26,13:55:00,0,0,5,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,TA-1-5,10,2020-05-26,14:52:00,0,0,49,1,,Amphipod (1),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,TA-1-5,13,2020-05-26,14:31:00,2,,19,2,,Sandflea (2),0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,TA-1-3,24,2020-05-26,14:40:00,0,1,4,6,,"Hermit crab (2), shore crab (3), fly (1)",0,1,1,0,5,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,TA-1-3,10,2020-05-26,15:07:00,0,0,14,4,,"tiny fly (3), tiny worm larva (1)",1,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,TA-1-6,16,2020-05-26,13:20:00,392,0,36,9,,"hermit crab (4), tiny fly (2), mite (1), insect (1), sand flea (1)",0,5,2,0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,TA-1-6,24,2020-05-26,13:44:00,171,0,12,7,,"shore crab (2), amphipod (3), worm (1), hermit crab (1)",1,0,0,0,3,2,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,TA-2-3,5,2020-05-27,14:16:00,11,0,130,3,,"hermit crab (2), small fly (1)",0,1,1,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,TA-2-4,20,2020-05-27,15:25:00,68,0,27,4,,rockweed isopod (4),0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,TA-2-3,5,2020-05-27,14:51:00,220,0,40,5,"1 oyster, 2 ssp of littorine snails","cockle (3), hermit crab (1), tiny fly (1)",0,1,1,0,1,0,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
2,TA-2-4,24,2020-05-27,15:30:00,120,0,40,4,too dark and rocky to count underthe rocks/in the shade,tiny beetle (4),0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,TA-2-7,16,2020-05-27,14:36:00,0,0,0,0,"mussels, barnacles, leaf lettuce, brown algae",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,TA-2-7,6,2020-05-27,14:45:00,0,0,49,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,TA-2-5,29,2020-05-27,13:56:00,50,0,142,4,,"shore crab (1), amphipod (3)",0,0,0,0,1,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,TA-2-5,24,2020-05-27,13:37:00,1,0,4,11,,amphipods (11),0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,TA-6-3,1,2020-06-03,10:15:00,0,0,3,8,"Partly in intertidal pool. Sea lettuce, brown algae, turkish washcloth, barnacles, tiny flies, mussels","tiny shrimp (4), green shore crab (1), tiny worm larva (1), rockweed isopod (1)",1,0,0,0,1,1,0,0,0,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
6,TA-6-3,15,2020-06-03,10:35:00,220,0,30,14,,"tiny fish (2), green shore crab (11), hermit crab (1)",0,0,0,0,12,11,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
6,TA-6-1,7,2020-06-03,09:21:00,16,0,0,2,"Small flies, sea lettuce, brown algae, barnacles, mussels, bull kelp","tiny shrimp (1), green shore crab (1). Little tidal pool",0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
6,TA-6-1,8,2020-06-03,08:53:00,8,1,6,11,"Small flies, barnacles, sea lettuce, mussels, brown algae","Green shore crab (7), tiny shrimp (4)",0,0,0,0,7,7,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0
6,TA-6-5,13,2020-06-03,09:00:00,29,1,26,24,possible rolly polly of the sea,"midges (20), caterpillar? (1), cockle (1), crab (2)",0,21,20,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
6,TA-6-5,10,2020-06-03,08:44:00,30,0,9,11,,"tiny fly (10), crab (1)",0,10,10,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,TA-6-6,10,2020-06-03,09:48:00,0,0,105,40,,"crane fly (2), midge (32), shore crab (2), ribbon worm (1), larva? (3)",1,34,34,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,TA-6-6,4,2020-06-03,09:33:00,0,0,0,45,,midges  (45),0,45,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,TA-5-1,6,2020-06-09,13:10:00,3,0,63,10,,"isopod (1), hermit crab (2), shore crab (3), midge (4)",0,4,4,0,5,3,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,TA-5-1,2,2020-06-09,13:31:00,0,0,40,5,,"white worm (1), polychete (1), midges (3)",2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,TA-5-2,8,2020-06-09,14:54:00,13,1,74,6,,"white worm (2), nemertean worm (2), shore crab (2)",4,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,TA-5-2,6,2020-06-09,14:30:00,1,5,41,16,,"midge (2), nemertean worm (4), other worm (1)",5,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,TA-5-3,28,2020-06-09,13:00:00,194,0,137,21,"snails, limpets, scuds, brown algae, barnacles, mussels, sea lettuce","scuds (18), green shore crab (3)",0,0,0,0,3,3,0,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,TA-5-3,14,2020-06-09,13:33:00,18,0,160,12,"sea lettuce, turkish washcloth, mussels, barnacles, limpets, snails, rockweed, horsehair worm, unIDed black circular squishy orange streaks (2), green shore crab, midge fly","horsehair worm (9), scud (1), green shore crab (1), midge fly (1)",9,1,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,TA-5-8,18,2020-06-09,15:24:00,21,0,100,5,"sea lettuce, limpets, horsehair worms, mussels, snails, barnacles, brown algae, rockweed, turkish washcloth, mud nemertean, sarcodiotheca","horsehair worm (4), mud nemertean (1)",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,TA-5-8,6,2020-06-09,15:03:00,3,0,4,14,"sea lettuce, barnacles, turkish washcloth, mussels, limpets, snails, scuds, horsehair worms, filamentous red seaweed, midge, sugar wrack kelp, sarcodiotheca, brown algae, sea algae","scud (4), midge fly (7), horsehair worm (3)",3,7,7,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,TA-4-1,21,2020-06-04,10:32:00,95,0,48,7,"mussels, rockweed, sea lettuce, sea moss, barnacles, midges, limpets, snails, seersucker kelp, 1cm orange worm","midge (6), 1cm orange worm (1)",1,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,TA-4-1,6,2020-06-04,09:56:00,27,0,90,8,"midges, sea lettuce, limpets, barnacles, mussels, mud nemertean, rockweed, snails","midge (5), mud nemertean (3)",3,5,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,TA-4-2,25,2020-06-04,12:08:00,170,0,80,4,"rockweed, mussels, barnacles, snails, limpets, midges, bumble bee, sea lettuce","midges (3), bumble bee (1)",0,4,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,TA-4-2,6,2020-06-04,12:00:00,1,0,11,4,"sea lettuce, turkish washcloth, sugar kelp, turkish towel, barnacles, snails, sargassum, gut weed, mussels, midge, leg of red crab, limpets, brown algae (3 types), tiny brown worm, midge larva","hermit crab (2), midge (2)",0,2,2,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,TA-4-3,15,2020-06-18,09:22:00,15,0,36,18,,"small midge (8), large midge (8), shore crab (2)",0,16,16,0,2,2,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,TA-4-3,3,2020-06-18,09:02:00,0,0,1,491,,"small midges (480 e), large midges (7), scud (4)",0,487,487,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,TA-4-8,4,2020-06-18,09:36:00,10,0,20,100,"midge flies, gut weed, sea lettuce, blue mussels, rockweed, barnacles, turkish washcloth, brown algae, snails, limpets",midges (100),0,100,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,TA-4-8,12,2020-06-18,08:59:00,196,2,88,8,"partly in intertidal pool. blue mussels, rockweed, gut weed, barnacles, midge flies, turkish washcloth, snails, limpets, brown algae",midges (8),0,8,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,TA-3-7,19,2020-06-10,15:48:00,390,0,23,13,"partly on large rock and intertidal pool. sea lettuce, rockweed, brown algae, turkish washcloth, filamentous red seaweed, snails, barnacles, mussels, limpets, pacific little neck clam, hermit crab, midge fly, green shore crab","pacific little neck clam (2), hermit crab (3), midge fly (1), green shore crab (7)",0,1,1,0,10,7,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
3,TA-3-7,8,2020-06-10,15:26:00,141,0,158,3,"sea lettuce, rockweed, sea moss, mussels, barnacles","p. little neck clam (2), green shore crab (1)",0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
3,TA-3-5,4,2020-06-10,13:44:00,300,0,119,3,"horsehair worm, mussel, littorine snail, barnacles, green shore crab, midges, limpets, rockweed, sea lettuce, brown algae, sea belt","midges (2), horsehair worm (1)",1,2,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
3,TA-3-5,27,2020-06-10,14:38:00,567,0,50,9,"midge, mussels, barnacles, littorine snail, limpets, green shore crab, p. littleneck clam, scud, rockweed, turkish washcloth, sea lettuce","green shore crab (5), midge (2), pacific littleneck clam (1), scud (1)",0,2,2,0,5,5,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,TA-3-4,24,2020-06-10,15:19:00,63,0,16,4,,"shore crab (2), mite (1), larva worm (1)",1,1,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,TA-3-4,4,2020-06-10,14:53:00,85,0,24,10,,shore crab (10),0,0,0,0,10,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,TA-3-2,10,2020-06-10,14:05:00,295,0,14,4,big limpets,brown beetles (4),0,4,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,TA-3-2,9,2020-06-10,13:39:00,22,0,11,1,,beetle with horizontal white stripe (1),0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,TA-3-3,10,2021-06-04,09:17:00,110,0,44,112,,"mites (111), amphipods (1)",0,111,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,TA-3-3,9,2021-06-04,08:37:00,176,0,54,7,,"mites (3), shore crabs (4)",0,3,0,0,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,TA-3-7,1,2021-06-04,10:03:00,51,0,17,2,"Giant acorn barnacle, mask limpet, pacific blue mussel, common acorn barnacle, sea lettuce, rockweed, filamentuous red seaweed, 7mm invertebrate moving like inchworm-green colour",worm? (2),2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,TA-3-7,7,2021-06-04,10:44:00,271,0,14,0,"Japanes little neck, red rock carapace, pacific oyster shell, unknown brown, filamentuous algae, pacific blue mussel, giant acorn barnacle, rockweed",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,TA-3-5,1,2021-06-04,10:05:00,249,0,18,3,,shore crab (3),0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,TA-3-5,5,2021-06-04,10:25:00,356,0,66,1,,shore crab (1),0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,TA-3-6,1,2021-06-04,08:37:00,217,0,12,1,"mask limpet, common acorn barnacle, checkered perriwinkle, rockweed, pacific blue mussel, mite(red, tiny), sea lettuce, pacific plate limpet",shore crab (1),0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
3,TA-3-6,12,2021-06-04,09:37:00,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,TA-1-6,24,2021-05-24,14:04:00,12,0,17,0,"beetle type bug, red aphid type bug, 2 hermit crabs ",,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,TA-1-6,25,2021-05-24,14:17:00,50,0,35,3,,hermit crabs (3),0,0,0,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,TA-1-5,15,2021-05-27,13:15:00,0,0,84,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,TA-1-5,19,2021-05-27,13:29:00,1,0,14,1,,beetle/centipede hybrid creature (1),0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,TA-1-3,14,2021-05-27,13:00:00,0,0,12,1,,Slug/black worm (1),1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,TA-1-3,30,2021-05-27,12:34:00,0,0,35,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,TA-4-1,10,2021-05-25,11:10:00,0,0,25,4,,"crab (1), midge (3)",0,3,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,TA-4-4,11,2021-05-25,12:52:00,85,0,21,2,,"crab (1), amphipod (1)",0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,TA-4-1,25,2021-05-25,11:33:00,2,0,18,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,TA-4-4,16,2021-05-25,12:46:00,76,0,12,2,,"isopod (1), amphipod (1)",0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,TA-4-7,17,2021-05-25,11:30:00,500,0,45,7,,"amphipod (2), shore crab (3), mussels, isopod idotea (1)",0,0,0,0,3,3,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4,TA-4-7,4,2021-05-25,11:00:00,3,0,21,10,,"purple sea star (8), anemone (1), hermit crab (1)",0,0,0,0,1,0,1,0,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,0
2,TA-2-2,20,2021-06-08,13:06:00,92,0,6,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2,TA-2-2,16,2021-06-08,12:28:00,151,0,16,1,"masked limpet, greyish amphipod(2mm), littleneck clam, pacific blue mussels, common acorn barnacles, rockweed",amphipod (1),0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
